Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task
ActorCritic,pro10_bdf_p1,0.05,0.0001,0.99,1.0,0.7368421052631579,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro10_bdf_p1,0.1,0.001,0.99,1.0,0.7222222222222222,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro10_bdf_p1,0.2,0.0001,0.8,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro10_bdf_p1,0.3,0.001,0.05,1.0,0.1428571428571428,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro10_bdf_p1,0.4,0.0001,0.1,1.0,0.5833333333333334,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro10_bdf_p1,0.5,0.0001,0.05,1.0,0.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro10_bdf_p1,0.6,0.0001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro10_bdf_p1,0.7,0.0001,0.2,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro10_bdf_p1,0.8,0.1,0.99,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro10_bdf_p1,0.9,0.001,0.5,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro16_bce_p1,0.05,0.0001,0.05,1.0,0.5263157894736842,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro16_bce_p1,0.1,0.0001,0.1,1.0,0.1666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro16_bce_p1,0.2,0.0001,0.2,1.0,0.6875,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro16_bce_p1,0.3,0.0001,0.2,1.0,0.1428571428571428,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro16_bce_p1,0.4,0.001,0.1,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro16_bce_p1,0.5,0.0001,0.99,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro16_bce_p1,0.6,0.1,0.2,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro16_bce_p1,0.7,0.1,0.1,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro16_bce_p1,0.8,0.0001,0.1,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro16_bce_p1,0.9,0.0001,0.9,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro1_bcf_p1,0.05,0.0001,0.1,1.0,0.2758620689655172,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro1_bcf_p1,0.1,0.1,0.2,1.0,0.4814814814814814,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro1_bcf_p1,0.2,0.0001,0.8,1.0,0.2083333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro1_bcf_p1,0.3,0.0001,0.2,1.0,0.4285714285714285,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro1_bcf_p1,0.4,0.0001,0.05,1.0,0.2222222222222222,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro1_bcf_p1,0.5,0.1,0.5,1.0,0.3333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro1_bcf_p1,0.6,0.001,0.5,1.0,0.5833333333333334,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro1_bcf_p1,0.7,0.001,0.1,1.0,0.7777777777777778,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro1_bcf_p1,0.8,0.0001,0.1,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro1_bcf_p1,0.9,0.1,0.5,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro28_bce_p1,0.05,0.0001,0.05,1.0,0.40625,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro28_bce_p1,0.1,0.0001,0.9,1.0,0.4666666666666667,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro28_bce_p1,0.2,0.001,0.05,1.0,0.4814814814814814,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro28_bce_p1,0.3,0.0001,0.8,1.0,0.5416666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro28_bce_p1,0.4,0.0001,0.5,1.0,0.65,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro28_bce_p1,0.5,0.0001,0.8,1.0,0.5882352941176471,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro28_bce_p1,0.6,0.0001,0.1,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro28_bce_p1,0.7,0.1,0.5,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro28_bce_p1,0.8,0.0001,0.05,1.0,0.5714285714285714,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro28_bce_p1,0.9,0.001,0.9,1.0,0.25,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro14_bdf_p1,0.05,0.0001,0.05,1.0,0.4722222222222222,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro14_bdf_p1,0.1,0.0001,0.8,1.0,0.5588235294117647,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro14_bdf_p1,0.2,0.001,0.5,1.0,0.6333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro14_bdf_p1,0.3,0.0001,0.9,1.0,0.4615384615384615,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro14_bdf_p1,0.4,0.0001,0.5,1.0,0.3478260869565217,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro14_bdf_p1,0.5,0.1,0.2,1.0,0.6842105263157895,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro14_bdf_p1,0.6,0.1,0.9,1.0,0.5333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro14_bdf_p1,0.7,0.0001,0.9,1.0,0.3333333333333333,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro14_bdf_p1,0.8,0.001,0.05,1.0,0.125,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro14_bdf_p1,0.9,0.001,0.9,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro32_bdf_p1,0.05,0.0001,0.05,1.0,0.7368421052631579,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro32_bdf_p1,0.1,0.0001,0.5,1.0,0.7777777777777778,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro32_bdf_p1,0.2,0.0001,0.05,1.0,0.6875,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro32_bdf_p1,0.3,0.001,0.1,1.0,0.7142857142857143,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro32_bdf_p1,0.4,0.001,0.2,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro32_bdf_p1,0.5,0.0001,0.9,1.0,0.7,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro32_bdf_p1,0.6,0.0001,0.1,1.0,0.625,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro32_bdf_p1,0.7,0.0001,0.99,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro32_bdf_p1,0.8,0.001,0.5,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro32_bdf_p1,0.9,0.0001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro19_bcf_p1,0.05,0.0001,0.05,1.0,0.5172413793103449,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro19_bcf_p1,0.1,0.0001,0.2,1.0,0.4545454545454545,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro19_bcf_p1,0.2,0.0001,0.2,1.0,0.6122448979591837,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro19_bcf_p1,0.3,0.001,0.5,1.0,0.5813953488372093,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro19_bcf_p1,0.4,0.001,0.8,1.0,0.5675675675675675,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro19_bcf_p1,0.5,0.0001,0.9,1.0,0.5161290322580645,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro19_bcf_p1,0.6,0.001,0.1,1.0,0.52,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro19_bcf_p1,0.7,0.001,0.8,1.0,0.631578947368421,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro19_bcf_p1,0.8,0.001,0.05,1.0,0.6153846153846154,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro19_bcf_p1,0.9,0.001,0.5,1.0,0.5714285714285714,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro30_bde_p1,0.05,0.0001,0.05,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro30_bde_p1,0.1,0.0001,0.2,1.0,0.6774193548387096,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro30_bde_p1,0.2,0.01,0.1,1.0,0.6428571428571429,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro30_bde_p1,0.3,0.0001,0.2,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro30_bde_p1,0.4,0.0001,0.2,1.0,0.5714285714285714,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro30_bde_p1,0.5,0.0001,0.1,1.0,0.5294117647058824,"[None, None, None]",0.0,0.0,Focused,p1
ActorCritic,pro30_bde_p1,0.6,0.1,0.9,1.0,0.5714285714285714,"[None, None, None]",0.0,0.0,Focused,p1
