Algorithm,User,Threshold,LearningRate,Discount,Temperature,Accuracy,StateAccuracy,Reward,Epsilon,Openended,Task
ActorCritic,pro24_adf_p2,0.8,0.001,0.2,1.0,0.8,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro25_acf_p2,0.8,0.0001,0.9,1.0,0.4,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro18_adf_p2,0.8,0.0001,0.9,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro13_ace_p2,0.8,0.0001,0.1,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro31_adf_p2,0.8,0.001,0.1,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro29_ace_p2,0.8,0.001,0.2,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro15_ade_p2,0.8,0.001,0.05,1.0,0.7,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro20_ade_p2,0.8,0.0001,0.5,1.0,0.8571428571428571,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro9_acf_p2,0.8,0.001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro21_ade_p2,0.8,0.0001,0.8,1.0,0.8125,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro3_ace_p2,0.8,0.001,0.2,1.0,0.8181818181818182,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro22_ade_p2,0.8,0.001,0.2,1.0,0.5555555555555556,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu11_adf_p2,0.8,0.001,0.05,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu10_acf_p2,0.8,0.0001,0.2,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro17_ace_p2,0.8,0.0001,0.05,1.0,0.6842105263157895,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu13_acf_p2,0.8,0.0001,0.99,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro5_adf_p2,0.8,0.001,0.05,1.0,0.5714285714285714,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro23_acf_p2,0.8,0.001,0.05,1.0,0.4285714285714285,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu17_ace_p2,0.8,0.001,0.05,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu26_ace_p2,0.8,0.001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu24_ace_p2,0.8,0.001,0.05,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu30_adf_p2,0.8,0.001,0.05,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu29_ade_p2,0.8,0.0001,0.99,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu25_ace_p2,0.8,0.001,0.2,1.0,0.875,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu36_adf_p2,0.8,0.001,0.5,1.0,0.6,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu31_ade_p2,0.8,0.1,0.1,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu38_acf_p2,0.8,0.001,0.99,1.0,0.7777777777777778,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu4_ade_p2,0.8,0.0001,0.05,1.0,0.75,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,pro8_acf_p2,0.8,0.001,0.05,1.0,0.8461538461538461,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu39_adf_p2,0.8,0.001,0.2,1.0,0.25,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu7_ade_p2,0.8,0.001,0.05,1.0,0.25,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu3_acf_p2,0.8,0.0001,0.2,1.0,1.0,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu6_acf_p2,0.8,0.1,0.1,1.0,0.6428571428571429,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu37_adf_p2,0.8,0.1,0.1,1.0,0.6666666666666666,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu15_ade_p2,0.8,0.0001,0.1,1.0,0.5172413793103449,"[None, None, None]",0.0,0.0,Focused,p2
ActorCritic,stu21_ace_p2,0.8,0.001,0.5,1.0,0.5,"[None, None, None]",0.0,0.0,Focused,p2
Bayesian,pro13_ace_p2,0.8,0.0,0.0,,0.1333333333333333,0,0.0,,Focused,p2
Bayesian,pro15_ade_p2,0.8,0.0,0.0,,0.12,0,0.0,,Focused,p2
Bayesian,pro17_ace_p2,0.8,0.0,0.0,,0.1052631578947368,0,0.0,,Focused,p2
Bayesian,pro18_adf_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2
Bayesian,pro20_ade_p2,0.8,0.0,0.0,,0.1714285714285714,0,0.0,,Focused,p2
Bayesian,pro21_ade_p2,0.8,0.0,0.0,,0.125,0,0.0,,Focused,p2
Bayesian,pro22_ade_p2,0.8,0.0,0.0,,0.1111111111111111,0,0.0,,Focused,p2
Bayesian,pro23_acf_p2,0.8,0.0,0.0,,0.0571428571428571,0,0.0,,Focused,p2
Bayesian,pro24_adf_p2,0.8,0.0,0.0,,0.16,0,0.0,,Focused,p2
Bayesian,pro25_acf_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2
Bayesian,pro29_ace_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2
Bayesian,pro31_adf_p2,0.8,0.0,0.0,,0.1333333333333333,0,0.0,,Focused,p2
Bayesian,pro3_ace_p2,0.8,0.0,0.0,,0.1272727272727272,0,0.0,,Focused,p2
Bayesian,pro5_adf_p2,0.8,0.0,0.0,,0.1428571428571428,0,0.0,,Focused,p2
Bayesian,pro8_acf_p2,0.8,0.0,0.0,,0.1615384615384615,0,0.0,,Focused,p2
Bayesian,pro9_acf_p2,0.8,0.0,0.0,,0.08,0,0.0,,Focused,p2
Bayesian,stu10_acf_p2,0.8,0.0,0.0,,0.125,0,0.0,,Focused,p2
Bayesian,stu11_adf_p2,0.8,0.0,0.0,,0.15,0,0.0,,Focused,p2
Bayesian,stu13_acf_p2,0.8,0.0,0.0,,0.12,0,0.0,,Focused,p2
Bayesian,stu15_ade_p2,0.8,0.0,0.0,,0.1172413793103448,0,0.0,,Focused,p2
Bayesian,stu17_ace_p2,0.8,0.0,0.0,,0.05,0,0.0,,Focused,p2
Bayesian,stu21_ace_p2,0.8,0.0,0.0,,0.0642857142857143,0,0.0,,Focused,p2
Bayesian,stu24_ace_p2,0.8,0.0,0.0,,0.1,0,0.0,,Focused,p2
Bayesian,stu25_ace_p2,0.8,0.0,0.0,,0.15,0,0.0,,Focused,p2
Bayesian,stu26_ace_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2
Bayesian,stu29_ade_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2
Bayesian,stu30_adf_p2,0.8,0.0,0.0,,0.2,0,0.0,,Focused,p2
Bayesian,stu31_ade_p2,0.8,0.0,0.0,,0.1,0,0.0,,Focused,p2
Bayesian,stu36_adf_p2,0.8,0.0,0.0,,0.04,0,0.0,,Focused,p2
Bayesian,stu37_adf_p2,0.8,0.0,0.0,,0.1555555555555555,0,0.0,,Focused,p2
Bayesian,stu38_acf_p2,0.8,0.0,0.0,,0.1111111111111111,0,0.0,,Focused,p2
Bayesian,stu39_adf_p2,0.8,0.0,0.0,,0.1166666666666666,0,0.0,,Focused,p2
Bayesian,stu3_acf_p2,0.8,0.0,0.0,,0.1733333333333333,0,0.0,,Focused,p2
Bayesian,stu4_ade_p2,0.8,0.0,0.0,,0.125,0,0.0,,Focused,p2
Bayesian,stu6_acf_p2,0.8,0.0,0.0,,0.0571428571428571,0,0.0,,Focused,p2
Bayesian,stu7_ade_p2,0.8,0.0,0.0,,0.05,0,0.0,,Focused,p2
Greedy,pro13_ace_p2,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p2
Greedy,pro15_ade_p2,0.8,0.0,0.0,,0.5,0,0.0,,Focused,p2
Greedy,pro17_ace_p2,0.8,0.0,0.0,,0.4736842105263157,0,0.0,,Focused,p2
Greedy,pro18_adf_p2,0.8,0.0,0.0,,1.0,0,0.0,,Focused,p2
