Algorithm,User,Epsilon,Threshold,LearningRate,Discount,Accuracy,StateAccuracy,Reward
QLearn,U_1,0.01,0.05,0.0001,0.05,0.37662337662337664,"[0.7272727272727273, 0.16279069767441862, 0.5]",1.0064516129032257
QLearn,U_1,0.1,0.1,0.0001,0.5,0.6712328767123288,"[0.75, 0.6829268292682927, 0.5]",1.0068027210884352
QLearn,U_1,0.5,0.2,0.1,0.8,0.5846153846153846,"[0.6842105263157895, 0.5833333333333334, 0.4]",1.0076335877862592
QLearn,U_1,0.1,0.3,0.1,0.5,0.6842105263157895,"[0.6842105263157895, 0.7096774193548387, 0.5714285714285714]",1.0086956521739132
QLearn,U_1,0.1,0.4,0.01,0.8,0.6938775510204082,"[0.75, 0.7307692307692307, 0.42857142857142855]",1.0101010101010102
QLearn,U_1,0.05,0.5,0.5,0.99,0.7317073170731707,"[0.8125, 0.7142857142857143, 0.5]",1.0120481927710845
QLearn,U_1,0.05,0.6,0.1,0.2,0.7272727272727273,"[0.8571428571428571, 0.6666666666666666, 0.5]",1.0149253731343284
QLearn,U_1,0.1,0.7,0.5,0.99,0.64,"[0.75, 0.6, 0.3333333333333333]",1.019607843137255
QLearn,U_1,0.1,0.8,0.01,0.05,0.8235294117647058,"[0.875, 0.7142857142857143, 1.0]",1.0285714285714285
QLearn,U_1,0.1,0.9,0.1,0.05,0.6666666666666666,"[0.75, 0.75, 0.0]",1.0526315789473684
QLearn,U_10,0.01,0.05,0.001,0.9,0.4107142857142857,"[0.19444444444444445, 0.7571428571428571, 0.14516129032258066]",1.002967359050445
QLearn,U_10,0.1,0.1,0.01,0.05,0.49056603773584906,"[0.8055555555555556, 0.6666666666666666, 0.11666666666666667]",1.0031347962382446
QLearn,U_10,0.1,0.2,0.1,0.05,0.6808510638297872,"[0.5277777777777778, 0.6470588235294118, 0.8148148148148148]",1.0035335689045937
QLearn,U_10,0.05,0.3,0.1,0.05,0.7338709677419355,"[0.7272727272727273, 0.6578947368421053, 0.7924528301886793]",1.0040160642570277
QLearn,U_10,0.1,0.4,0.5,0.99,0.6226415094339622,"[0.59375, 0.5428571428571428, 0.717948717948718]",1.004694835680751
QLearn,U_10,0.05,0.5,0.1,0.8,0.7727272727272727,"[0.782608695652174, 0.6296296296296297, 0.868421052631579]",1.0056497175141246
QLearn,U_10,0.01,0.6,0.1,0.05,0.8169014084507042,"[0.8235294117647058, 0.6666666666666666, 0.9090909090909091]",1.0069930069930069
QLearn,U_10,0.05,0.7,0.1,0.9,0.7924528301886793,"[0.8571428571428571, 0.2222222222222222, 0.9333333333333333]",1.0093457943925233
QLearn,U_10,0.05,0.8,0.5,0.99,0.8055555555555556,"[0.5, 0.6, 0.8620689655172413]",1.0136986301369864
QLearn,U_10,0.01,0.9,0.1,0.2,0.7777777777777778,"[0.5, 0.6, 0.9090909090909091]",1.0270270270270268
QLearn,U_11,0.01,0.05,0.0001,0.05,0.08333333333333333,"[0.25, 0.0625, 0.0]",1.0136986301369864
QLearn,U_11,0.1,0.1,0.0001,0.1,0.14705882352941177,"[0.375, 0.14285714285714285, 0.0]",1.0144927536231885
QLearn,U_11,0.7,0.2,0.0001,0.5,0.4666666666666667,"[0.5, 0.42857142857142855, 0.5]",1.0163934426229508
QLearn,U_11,0.7,0.3,0.01,0.8,0.4230769230769231,"[1.0, 0.16666666666666666, 0.5833333333333334]",1.0188679245283019
QLearn,U_11,0.5,0.4,0.0001,0.05,0.5652173913043478,"[0, 0.5454545454545454, 0.5833333333333334]",1.0212765957446808
QLearn,U_11,0.1,0.5,0.1,0.1,0.7368421052631579,"[0, 0.8571428571428571, 0.6666666666666666]",1.0256410256410255
QLearn,U_11,0.5,0.6,0.0001,0.8,0.3333333333333333,"[0, 0.3333333333333333, 0.3333333333333333]",1.032258064516129
QLearn,U_11,0.1,0.7,0.01,0.2,0.0,"[0, 0, 0.0]",0.52
QLearn,U_11,0.1,0.8,0.5,0.9,1.0,"[0, 0, 1.0]",1.0588235294117647
QLearn,U_11,0.01,0.9,1,0.8,1.0,"[0, 0, 1.0]",1.1111111111111107
QLearn,U_12,0.01,0.05,0.0001,0.05,0.3150684931506849,"[0.7368421052631579, 0.0851063829787234, 0.7142857142857143]",1.0068027210884354
QLearn,U_12,0.1,0.1,0.0001,0.5,0.34782608695652173,"[0.75, 0.1702127659574468, 0.6666666666666666]",1.0071942446043165
QLearn,U_12,0.05,0.2,1,0.5,0.6229508196721312,"[0.6, 0.6341463414634146, 0.6]",1.008130081300813
QLearn,U_12,0.05,0.3,0.1,0.5,0.7962962962962963,"[0.6923076923076923, 0.8378378378378378, 0.75]",1.0091743119266054
QLearn,U_12,0.05,0.4,0.1,0.5,0.782608695652174,"[0.8181818181818182, 0.7741935483870968, 0.75]",1.0107526881720428
QLearn,U_12,0.05,0.5,0.1,0.9,0.7368421052631579,"[0.8181818181818182, 0.7083333333333334, 0.6666666666666666]",1.012987012987013
QLearn,U_12,0.1,0.6,0.5,0.8,0.7741935483870968,"[0.6666666666666666, 0.8181818181818182, 0.6666666666666666]",1.0158730158730156
QLearn,U_12,0.1,0.7,0.1,0.1,0.782608695652174,"[0.8, 0.8, 0.6666666666666666]",1.0212765957446805
QLearn,U_12,0.01,0.8,0.5,0.05,0.75,"[0.8, 0.7, 1.0]",1.0303030303030305
QLearn,U_12,0.05,0.9,0.5,0.9,0.75,"[1.0, 0.6, 1.0]",1.0588235294117647
QLearn,U_13,0.01,0.05,0.0001,0.05,0.5789473684210527,"[0.5, 0.696969696969697, 0.35714285714285715]",1.0086956521739132
QLearn,U_13,0.5,0.1,0.5,0.5,0.5925925925925926,"[0.3, 0.625, 0.75]",1.0091743119266057
QLearn,U_13,0.5,0.2,0.5,0.99,0.4166666666666667,"[0.2222222222222222, 0.5555555555555556, 0.25]",1.0103092783505154
QLearn,U_13,0.5,0.3,0.0001,0.2,0.4523809523809524,"[0.4, 0.48, 0.4166666666666667]",1.011764705882353
QLearn,U_13,0.5,0.4,0.01,0.5,0.4444444444444444,"[0.2, 0.38095238095238093, 0.7]",1.0136986301369864
QLearn,U_13,0.1,0.5,0.01,0.05,0.5333333333333333,"[0.6666666666666666, 0.7058823529411765, 0.2]",1.0163934426229506
QLearn,U_13,0.5,0.6,0.0001,0.05,0.625,"[0.3333333333333333, 0.6666666666666666, 0.6666666666666666]",1.0204081632653061
QLearn,U_13,0.5,0.7,0.01,0.05,0.2222222222222222,"[0.0, 0.3333333333333333, 0.125]",1.027027027027027
QLearn,U_13,0.5,0.8,0.1,0.9,0.4166666666666667,"[0.0, 0.5, 0.4]",1.0400000000000003
QLearn,U_13,0.1,0.9,0.01,0.99,0.6666666666666666,"[0, 0.6666666666666666, 0.6666666666666666]",1.0769230769230769
QLearn,U_14,0.01,0.05,0.0001,0.05,0.3111111111111111,"[0.7272727272727273, 0.13636363636363635, 0.25]",1.0109890109890112
QLearn,U_14,0.01,0.1,0.0001,0.05,0.2558139534883721,"[0.6666666666666666, 0.13636363636363635, 0.16666666666666666]",1.0114942528735633
QLearn,U_14,0.1,0.2,0.001,0.8,0.5263157894736842,"[0.75, 0.6666666666666666, 0.16666666666666666]",1.0129870129870129
QLearn,U_14,0.1,0.3,0.001,0.99,0.7272727272727273,"[0.75, 0.6428571428571429, 0.8181818181818182]",1.0149253731343286
QLearn,U_14,0.1,0.4,0.1,0.1,0.4827586206896552,"[0.75, 0.6363636363636364, 0.1]",1.0169491525423728
QLearn,U_14,0.1,0.5,0.5,0.99,0.7916666666666666,"[0.8333333333333334, 0.625, 0.9]",1.0204081632653061
QLearn,U_14,0.1,0.6,0.1,0.2,0.7368421052631579,"[0.6666666666666666, 0.7142857142857143, 0.8333333333333334]",1.0256410256410255
QLearn,U_14,0.1,0.7,0.1,0.05,0.8666666666666667,"[0.8333333333333334, 0.75, 1.0]",1.0322580645161292
QLearn,U_14,0.1,0.8,0.01,0.05,0.9,"[0.0, 1.0, 1.0]",1.0476190476190477
QLearn,U_14,0.1,0.9,0.5,0.1,0.8,"[0, 0, 0.8]",0.5454545454545454
QLearn,U_15,0.05,0.05,0.001,0.05,0.18309859154929578,"[0.6363636363636364, 0.058823529411764705, 0.3333333333333333]",1.006993006993007
QLearn,U_15,0.1,0.1,0.01,0.99,0.6865671641791045,"[0.6363636363636364, 0.7659574468085106, 0.3333333333333333]",1.0074074074074078
QLearn,U_15,0.1,0.2,0.5,0.05,0.6833333333333333,"[0.6363636363636364, 0.775, 0.3333333333333333]",1.0082644628099173
QLearn,U_15,0.01,0.3,1,0.8,0.7692307692307693,"[0.5454545454545454, 0.8648648648648649, 0.5]",1.0095238095238095
QLearn,U_15,0.1,0.4,0.1,0.8,0.6666666666666666,"[0.6363636363636364, 0.7, 0.5]",1.010989010989011
QLearn,U_15,0.1,0.5,0.1,0.1,0.7297297297297297,"[0.625, 0.8, 0.5]",1.013333333333333
QLearn,U_15,0.01,0.6,0.5,0.1,0.7,"[0.75, 0.7777777777777778, 0.25]",1.0163934426229508
QLearn,U_15,0.01,0.7,0.5,0.1,0.6521739130434783,"[0.0, 0.8235294117647058, 0.25]",1.0212765957446808
QLearn,U_15,0.1,0.8,0.0001,0.5,0.6666666666666666,"[0.0, 0.8, 0.6666666666666666]",1.032258064516129
QLearn,U_15,0.01,0.9,1,0.99,0.5,"[0, 0.6666666666666666, 0.0]",1.0588235294117647
QLearn,U_16,0.1,0.05,0.0001,0.99,0.2631578947368421,"[0.5714285714285714, 0.175, 0.4]",1.0086956521739132
QLearn,U_16,0.01,0.1,0.0001,0.2,0.6666666666666666,"[0.5714285714285714, 0.7567567567567568, 0.4]",1.0091743119266057
QLearn,U_16,0.1,0.2,1,0.9,0.4375,"[0.5714285714285714, 0.4375, 0.3333333333333333]",1.0103092783505154
QLearn,U_16,0.7,0.3,0.001,0.05,0.42857142857142855,"[0.6, 0.4642857142857143, 0.2222222222222222]",1.011764705882353
QLearn,U_16,0.5,0.4,0.0001,0.9,0.5555555555555556,"[0.6, 0.5833333333333334, 0.42857142857142855]",1.0136986301369861
QLearn,U_16,0.1,0.5,0.01,0.2,0.6,"[0.5, 0.7368421052631579, 0.2857142857142857]",1.0163934426229508
QLearn,U_16,0.1,0.6,0.1,0.1,0.5416666666666666,"[0.5, 0.6923076923076923, 0.2857142857142857]",1.0204081632653064
QLearn,U_16,0.1,0.7,0.5,0.8,0.5555555555555556,"[0.25, 0.6363636363636364, 0.6666666666666666]",1.0270270270270272
QLearn,U_16,0.1,0.8,0.1,0.2,0.5,"[0.5, 0.42857142857142855, 0.6666666666666666]",1.04
QLearn,U_16,0.01,0.9,0.1,0.05,0.5,"[0.5, 0.6666666666666666, 0.0]",1.076923076923077
QLearn,U_17,0.01,0.05,0.01,0.05,0.3253012048192771,"[0.75, 0.125, 0.4]",1.005988023952096
QLearn,U_17,0.01,0.1,1,0.9,0.2911392405063291,"[0.6, 0.11363636363636363, 0.4]",1.0062893081761006
QLearn,U_17,0.5,0.2,0.0001,0.9,0.5,"[0.42105263157894735, 0.5641025641025641, 0.4166666666666667]",1.0070921985815604
QLearn,U_17,0.1,0.3,0.5,0.05,0.7377049180327869,"[0.7368421052631579, 0.7714285714285715, 0.5714285714285714]",1.0081300813008132
QLearn,U_17,0.1,0.4,0.1,0.8,0.6226415094339622,"[0.6875, 0.6333333333333333, 0.42857142857142855]",1.0093457943925235
QLearn,U_17,0.7,0.5,0.001,0.1,0.45454545454545453,"[0.42857142857142855, 0.4583333333333333, 0.5]",1.0112359550561796
QLearn,U_17,0.1,0.6,0.5,0.2,0.7428571428571429,"[0.8571428571428571, 0.6875, 0.6]",1.0140845070422535
QLearn,U_17,0.05,0.7,0.5,0.8,0.7037037037037037,"[0.8461538461538461, 0.5555555555555556, 0.6]",1.018181818181818
QLearn,U_17,0.01,0.8,0.5,0.2,0.7222222222222222,"[0.875, 0.6666666666666666, 0.5]",1.0270270270270272
QLearn,U_17,0.1,0.9,0.1,0.05,0.6666666666666666,"[1.0, 0.75, 0.5]",1.0526315789473686
QLearn,U_18,0.01,0.05,0.0001,0.05,0.3170731707317073,"[0.14285714285714285, 0.7142857142857143, 0.1]",1.0120481927710845
QLearn,U_18,0.1,0.1,0.0001,0.1,0.48717948717948717,"[0.14285714285714285, 0.23076923076923078, 0.7894736842105263]",1.0126582278481013
QLearn,U_18,0.5,0.2,0.0001,0.8,0.4857142857142857,"[0.14285714285714285, 0.5, 0.6111111111111112]",1.0140845070422535
QLearn,U_18,0.5,0.3,0.01,0.1,0.22580645161290322,"[0.2857142857142857, 0.3333333333333333, 0.16666666666666666]",1.0158730158730158
QLearn,U_18,0.5,0.4,0.1,0.1,0.6538461538461539,"[0.5714285714285714, 0.5, 0.7692307692307693]",1.0188679245283017
QLearn,U_18,0.01,0.5,1,0.8,0.5454545454545454,"[0.14285714285714285, 0.5, 0.8888888888888888]",1.0222222222222221
QLearn,U_18,0.01,0.6,0.5,0.5,0.5,"[0.14285714285714285, 0.6666666666666666, 0.8]",1.0270270270270268
QLearn,U_18,0.01,0.7,0.5,0.2,0.38461538461538464,"[0.2857142857142857, 0.25, 1.0]",1.037037037037037
