User,Accuracy,Algorithm
stu9_bcf_p1_logs.csv,0.7272727272727273,OnlineSVM
pro4_bce_p1_logs.csv,0.6060606060606061,OnlineSVM
stu28_bde_p1_logs.csv,0.5454545454545454,OnlineSVM
stu34_bcf_p1_logs.csv,0.3883495145631068,OnlineSVM
stu12_bdf_p1_logs.csv,0.5967741935483871,OnlineSVM
stu35_bde_p1_logs.csv,0.5052631578947369,OnlineSVM
stu1_bce_p1_logs.csv,0.5423728813559322,OnlineSVM
pro32_bdf_p1_logs.csv,0.47368421052631576,OnlineSVM
pro27_bcf_p1_logs.csv,0.5855855855855856,OnlineSVM
stu14_bcf_p1_logs.csv,0.5666666666666667,OnlineSVM
pro28_bce_p1_logs.csv,0.45454545454545453,OnlineSVM
stu8_bce_p1_logs.csv,0.7142857142857143,OnlineSVM
pro10_bdf_p1_logs.csv,0.7368421052631579,OnlineSVM
pro16_bce_p1_logs.csv,0.8,OnlineSVM
stu33_bce_p1_logs.csv,0.6565656565656566,OnlineSVM
pro7_bde_p1_logs.csv,0.5,OnlineSVM
stu18_bde_p1_logs.csv,0.6428571428571429,OnlineSVM
pro19_bcf_p1_logs.csv,0.5245901639344263,OnlineSVM
pro30_bde_p1_logs.csv,0.6176470588235294,OnlineSVM
pro11_bcf_p1_logs.csv,0.5340909090909091,OnlineSVM
stu23_bdf_p1_logs.csv,0.3559322033898305,OnlineSVM
pro12_bdf_p1_logs.csv,0.4507042253521127,OnlineSVM
stu5_bcf_p1_logs.csv,0.47692307692307695,OnlineSVM
pro14_bdf_p1_logs.csv,0.5135135135135135,OnlineSVM
stu40_bdf_p1_logs.csv,0.5384615384615384,OnlineSVM
stu22_bde_p1_logs.csv,0.4603174603174603,OnlineSVM
stu2_bce_p1_logs.csv,0.6222222222222222,OnlineSVM
pro2_bce_p1_logs.csv,0.5177304964539007,OnlineSVM
stu20_bdf_p1_logs.csv,0.35294117647058826,OnlineSVM
stu16_bcf_p1_logs.csv,0.5906432748538012,OnlineSVM
stu27_bdf_p1_logs.csv,0.72,OnlineSVM
pro1_bcf_p1_logs.csv,0.5862068965517241,OnlineSVM
stu19_bde_p1_logs.csv,0.45454545454545453,OnlineSVM
pro26_bde_p1_logs.csv,0.37735849056603776,OnlineSVM
pro6_bde_p1_logs.csv,0.7222222222222222,OnlineSVM
stu32_bce_p1_logs.csv,0.48484848484848486,OnlineSVM
