User,Accuracy,Algorithm,GranularPredictions,Predictions,GroundTruth,Threshold
stu9_bcf_p1_logs.csv,0.2,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (8, 0.0), 'modify-1': (2, 1.0)})","['modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1']","['same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.1
stu9_bcf_p1_logs.csv,0.7777777777777778,OfflineSVM-Individual-Model,"defaultdict(None, {'modify-1': (2, 0.0), 'same': (7, 1.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.2
stu9_bcf_p1_logs.csv,0.0,OfflineSVM-Individual-Model,"defaultdict(None, {'modify-1': (1, 0.0), 'same': (7, 0.0)})","['same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1']","['modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.3
stu9_bcf_p1_logs.csv,0.0,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (7, 0.0)})","['modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1']","['same', 'same', 'same', 'same', 'same', 'same', 'same']",0.4
stu9_bcf_p1_logs.csv,0.0,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (6, 0.0)})","['modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1']","['same', 'same', 'same', 'same', 'same', 'same']",0.5
stu9_bcf_p1_logs.csv,1.0,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (5, 1.0)})","['same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same']",0.6
stu9_bcf_p1_logs.csv,1.0,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (4, 1.0)})","['same', 'same', 'same', 'same']","['same', 'same', 'same', 'same']",0.7
stu9_bcf_p1_logs.csv,1.0,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (3, 1.0)})","['same', 'same', 'same']","['same', 'same', 'same']",0.8
stu9_bcf_p1_logs.csv,1.0,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (2, 1.0)})","['same', 'same']","['same', 'same']",0.9
pro4_bce_p1_logs.csv,0.6,OfflineSVM-Individual-Model,"defaultdict(None, {'modify-1': (12, 0.0), 'same': (18, 1.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.1
pro4_bce_p1_logs.csv,0.37037037037037035,OfflineSVM-Individual-Model,"defaultdict(None, {'modify-1': (10, 1.0), 'same': (17, 0.0)})","['modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1']","['modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.2
pro4_bce_p1_logs.csv,0.3333333333333333,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (16, 0.0), 'modify-1': (8, 1.0)})","['modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1']","['same', 'same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.3
pro4_bce_p1_logs.csv,0.6,OfflineSVM-Individual-Model,"defaultdict(None, {'modify-1': (8, 0.0), 'same': (12, 1.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['modify-1', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.4
pro4_bce_p1_logs.csv,0.6470588235294118,OfflineSVM-Individual-Model,"defaultdict(None, {'modify-1': (6, 0.0), 'same': (11, 1.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.5
pro4_bce_p1_logs.csv,0.21428571428571427,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (11, 0.09090909090909091), 'modify-1': (3, 0.6666666666666666)})","['modify-1', 'modify-1', 'modify-1', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1']","['same', 'same', 'modify-1', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.6
pro4_bce_p1_logs.csv,0.8,OfflineSVM-Individual-Model,"defaultdict(None, {'modify-1': (2, 0.0), 'same': (8, 1.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']",0.7
pro4_bce_p1_logs.csv,1.0,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (7, 1.0)})","['same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'same', 'same', 'same', 'same']",0.8
pro4_bce_p1_logs.csv,1.0,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (4, 1.0)})","['same', 'same', 'same', 'same']","['same', 'same', 'same', 'same']",0.9
stu28_bde_p1_logs.csv,0.6,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (12, 0.9166666666666666), 'modify-1': (8, 0.125)})","['same', 'same', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'same', 'same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same']",0.1
stu28_bde_p1_logs.csv,0.5555555555555556,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (10, 0.9), 'modify-1': (8, 0.125)})","['same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'modify-1', 'same', 'modify-1', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same']",0.2
stu28_bde_p1_logs.csv,0.5625,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (9, 0.8888888888888888), 'modify-1': (7, 0.14285714285714285)})","['modify-1', 'modify-1', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same', 'same']","['same', 'modify-1', 'same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same']",0.3
stu28_bde_p1_logs.csv,0.42857142857142855,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (8, 0.0), 'modify-1': (6, 1.0)})","['modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1']","['same', 'same', 'modify-1', 'modify-1', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same']",0.4
stu28_bde_p1_logs.csv,0.45454545454545453,OfflineSVM-Individual-Model,"defaultdict(None, {'modify-1': (5, 1.0), 'same': (6, 0.0)})","['modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'modify-1']","['modify-1', 'same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same']",0.5
stu28_bde_p1_logs.csv,0.8888888888888888,OfflineSVM-Individual-Model,"defaultdict(None, {'same': (5, 1.0), 'modify-1': (4, 0.75)})","['same', 'same', 'same', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same']","['same', 'same', 'modify-1', 'modify-1', 'modify-1', 'modify-1', 'same', 'same', 'same']",0.6
